Plano manut.,CenTrab respon.,Texto item man.,Loc.instalação,Data planejada,Dta.iníc.progr.,Data encermto.,Última ordem,Ordem,Tipo de ordem
TBCADTCH123A,TSEBAPM,Teste operativo (BCA) CH-2PT1_VM,MT-S-41205-FT01-CH-2PT1_VM,6/11/2025,6/11/2025,,2200257908,2200257908,TDET
TBCADTCH124A,TSEBAPM,Teste operativo (BCA) CH-2PT1R_AZ,MT-S-41205-FT01-CH-2PT1R_AZ,6/11/2025,6/11/2025,,2200257909,2200257909,TDET
TBCADTCH125A,TSEBAPM,Teste operativo (BCA) CH-2PT1R_BR,MT-S-41205-FT01-CH-2PT1R_BR,6/11/2025,6/11/2025,,2200257910,2200257910,TDET
TBCADTCH126A,TSEBAPM,Teste operativo (BCA) CH-2PT1R_VM,MT-S-41205-FT01-CH-2PT1R_VM,6/11/2025,6/11/2025,,2200257911,2200257911,TDET
TBCADTCH041A,TSEBAPM,Teste operativo (BCA) CH-5K3,MT-S-41205-FT01-CH-5K3,6/11/2025,6/11/2025,,2200257897,2200257897,TDET
TBCADTCH042A,TSEBAPM,Teste operativo (BCA) CH-5K5,MT-S-41205-FT01-CH-5K5,6/11/2025,6/11/2025,,2200257898,2200257898,TDET
TBCADTCH043A,TSEBAPM,Teste operativo (BCA) CH-5K6,MT-S-41205-FT01-CH-5K6,6/11/2025,6/11/2025,,2200257899,2200257899,TDET
TSGTDTGM001A,TTASGPM,Teste operativo (SGT) GM-1,MT-S-41105-INCA-GM-1,6/11/2025,6/11/2025,,2200264789,,TDET
TIBADTRL001A,TLEIBPM,Teste operativo (IBA) RL-208F4,MT-S-42503-DD08-RL-208F4,6/11/2025,6/11/2025,,2200242500,,TDET
TUPEDTDJ001A,TLEMQPM,Teste operativo (UPE) DJ-1M4,MT-S-40136-FL01-DJ-1M4,7/11/2025,7/11/2025,,2200249093,,TDET
TSGPDTGM001A,TCNSGPM,Teste operativo (SGP) GM-1,MT-S-41107-INCA-GM-1,7/11/2025,7/11/2025,,2200264459,,TDET
TORPDTGM001A,TSEOPPM,Teste operativo (ORP) GM-1,MT-S-42507-INCA-GM-1,7/11/2025,7/11/2025,,2200264224,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,7/11/2025,7/11/2025,,2200266135,,TDET
TJCBDTGM001A,TSECNPM,Teste operativo (JCB) GM-1,MT-S-70157-INCA-GM-1,7/11/2025,7/11/2025,,2200265739,,TDET
TITDDTGM001A,TSEOPPM,Teste operativo (ITD) GM-1,MT-S-70179-INCA-GM-1,7/11/2025,7/11/2025,,2200264193,,TDET
TNLSDTGM001A,TSEOPPM,Teste operativo (NLS) GM-1,MT-S-70178-INCA-GM-1,7/11/2025,7/11/2025,,2200264200,,TDET
TUEMDTDJ031A,TTAEMPM,Teste operativo (UEM) DJ-3K4,MT-S-41103-DL03-DJ-3K4,8/11/2025,8/11/2025,,2200246900,,TDET
TORPDTDJ024A,TSEOPPM,Teste operativo (ORP) DJ-3K4,MT-S-42507-DL03-DJ-3K4,8/11/2025,8/11/2025,,2200245204,,TDET
TCNLDTDJ015A,TSECNPM,Teste operativo (CNL) DJ-60F4,MT-S-42605-FC07-DJ-60F4,8/11/2025,8/11/2025,,2200241852,,TDET
TCNLDTDJ024A,TSECNPM,Teste operativo (CNL) DJ-30P4,MT-S-42605-FT03-DJ-30P4,8/11/2025,8/11/2025,,2200242254,,TDET
TCNLDTDJ023A,TSECNPM,Teste operativo (CNL) DJ-40P4,MT-S-42605-FT03-DJ-40P4,8/11/2025,8/11/2025,,2200242253,,TDET
TUGMDTGM000A,TLEIPPM,Teste operativo (UGM) GM-1,MT-S-70277-INCA-GM-1,8/11/2025,8/11/2025,,2200264141,,TDET
TCNLDTRL013A,TSECNPM,Teste operativo (CNL) RL-41F4,MT-S-42605-FC04-RL-41F4,8/11/2025,8/11/2025,,2200241853,,TDET
TCNLDTRL014A,TSECNPM,Teste operativo (CNL) RL-42F4,MT-S-42605-FC04-RL-42F4,8/11/2025,8/11/2025,,2200241854,,TDET
TCNLDTRL015A,TSECNPM,Teste operativo (CNL) RL-43F4,MT-S-42605-FC04-RL-43F4,8/11/2025,8/11/2025,,2200242255,,TDET
TBCADTCH109A,TSEBAPM,Teste operativo (BCA) CH-10FT1_VM,MT-S-41205-FT01-CH-10FT1_VM,9/11/2025,10/11/2025,,2200258050,2200258050,TDET
TBCADTCH110A,TSEBAPM,Teste operativo (BCA) CH-10FT1_AZ,MT-S-41205-FT01-CH-10FT1_AZ,9/11/2025,10/11/2025,,2200258051,2200258051,TDET
TBCADTCH111A,TSEBAPM,Teste operativo (BCA) CH-10FT1_BR,MT-S-41205-FT01-CH-10FT1_BR,9/11/2025,10/11/2025,,2200258052,2200258052,TDET
TBCADTCH112A,TSEBAPM,Teste operativo (BCA) CH-10FT1R_VM,MT-S-41205-FT01-CH-10FT1R_VM,9/11/2025,10/11/2025,,2200258053,2200258053,TDET
TBCADTCH113A,TSEBAPM,Teste operativo (BCA) CH-10FT1R_AZ,MT-S-41205-FT01-CH-10FT1R_AZ,9/11/2025,10/11/2025,,2200258054,2200258054,TDET
TBCADTCH114A,TSEBAPM,Teste operativo (BCA) CH-10FT1R_BR,MT-S-41205-FT01-CH-10FT1R_BR,9/11/2025,10/11/2025,,2200258055,2200258055,TDET
TTQLDTDJ035A,TCNTQPM,Teste operativo (TQL) DJ-23F4,MT-S-41202-INCA-DJ-23F4,9/11/2025,9/11/2025,,2200243752,,TDET
TSGTDTDJ001A,TTASGPM,Teste operativo (SGT) DJ-1K4,MT-S-41105-DL01-DJ-1K4,9/11/2025,9/11/2025,,3200020088,,TPSV
TCNLDTGM000A,TSECNPM,Teste operativo (CNL) GM-01,MT-S-42605-INCA-GM-01,9/11/2025,9/11/2025,,2200264950,,TDET
TIBQDTGM001A,TLEIBPM,Teste operativo (IBQ) GM-1,MT-S-70177-INCA-GM-1,9/11/2025,9/11/2025,,2200265249,,TDET
TIBADTRL005A,TLEIBPM,Teste operativo (IBA) RL-214F4,MT-S-42503-DD14-RL-214F4,9/11/2025,9/11/2025,,2200242601,,TDET
TUBGDTGM001A,TLEGVPM,Teste operativo (UBG) GM-1,MT-S-72183-INCA-GM-1,10/11/2025,10/11/2025,,2200263424,,TDET
TVZQDTGM000A,TNTVPPM,Teste operativo (VZQ) GM-1,MT-S-79321-INCA-GM-1,10/11/2025,10/11/2025,,2200264745,,TDET
TBCADTDJ003A,TSEBAPM,Teste operativo (BCA) DJ-6K4,MT-S-41205-DL06-DJ-6K4,11/11/2025,11/11/2025,,2200249522,,TDET
TSBADTGM001A,TCNTQPM,Teste operativo (SBA) GM-1,MT-S-40163-INCA-GM-1,11/11/2025,11/11/2025,,2200264681,,TDET
TIIGDTGM000A,TLEIPPM,Teste operativo (IIG) GM-01,MT-S-41401-INCA-GM-01,11/11/2025,11/11/2025,,2200263766,,TDET
TRBSDTCH201A,TCNRBPM,Teste operativo (RBS) CH-7K3,MT-S-41203-DL07-CH-7K3,12/11/2025,12/11/2025,,2200258263,2200258263,TDET
TRBSDTCH164A,TCNRBPM,Teste operativo (RBS) CH-5K5_5T,MT-S-41203-DL07-CH-7K5_5T,12/11/2025,12/11/2025,,2200258262,2200258262,TDET
TRBSDTCH208A,TCNRBPM,Teste operativo (RBS) CH-7K2,MT-S-41203-DL07-CH-7K2,12/11/2025,12/11/2025,,2200258264,2200258264,TDET
TRBSDTCH209A,TCNRBPM,Teste operativo (RBS) CH-7K6,MT-S-41203-DL07-CH-7K6,12/11/2025,12/11/2025,,2200258265,2200258265,TDET
TBDPDTDJ000A,TTABDPM,Teste operativo (BDP) DJ-5U4,MT-S-70113-FR22-DJ-5U4,12/11/2025,12/11/2025,,,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,12/11/2025,12/11/2025,,2200265931,,TDET
TRBSDTCH000A,TCNRBPM,Teste operativo (RBS) CH-12K3,MT-S-41203-DL12-CH-12K3,13/11/2025,13/11/2025,,2200258293,2200258293,TDET
TRBSDTCH205A,TCNRBPM,Teste operativo (RBS) CH-12K2,MT-S-41203-DL12-CH-12K2,13/11/2025,13/11/2025,,2200258294,2200258294,TDET
TRBSDTCH206A,TCNRBPM,Teste operativo (RBS) CH-12K6,MT-S-41203-DL12-CH-12K6,13/11/2025,13/11/2025,,2200258295,2200258295,TDET
TCNLDTDJ011A,TSEBAPM,Teste operativo (CNL) DJ-22F4,MT-S-42605-DT01-DJ-22F4,13/11/2025,13/11/2025,,2200241717,,TDET
TUFUDTDJ001A,TCNPMPM,Teste operativo (UFU) DJ-8046,MT-S-40151-FL04-DJ-8046,13/11/2025,13/11/2025,,3200020182,,TPSV
TGVSDTRL002A,TLEGVPM,Teste operativo (GVS) RL-4F4,MT-S-43604-DC02-RL-4F4,13/11/2025,13/11/2025,,2200251205,,TDET
TUNPDTDJ005A,TTANPPM,Teste operativo (UNP) DJ-13U4,MT-S-40327-DG03-DJ-13U4,14/11/2025,14/11/2025,,2200255628,,TDET
TIJADTDJ005A,TSEIJPM,Teste operativo (IJA) DJ-7K4,MT-S-40313-DL07-DJ-7K4,14/11/2025,14/11/2025,,2200242327,,TDET
TBRRDTDJ026A,TCNBRPM,Teste operativo (BRR) DJ-18K4,MT-S-41206-FT05-DJ-18K4,14/11/2025,14/11/2025,,2200241609,,TDET
TBRRDTDJ028A,TCNBRPM,Teste operativo (BRR) DJ-20K4,MT-S-41206-FT06-DJ-20K4,14/11/2025,14/11/2025,,2200242440,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,14/11/2025,14/11/2025,,2200266135,,TDET
TGVSDTRL005A,TLEGVPM,Teste operativo (GVS) RL-23F4,MT-S-43604-DC05-RL-23F4,14/11/2025,14/11/2025,,2200256967,,TDET
TGVSDTRL006A,TLEGVPM,Teste operativo (GVS) RL-24F4,MT-S-43604-DC06-RL-24F4,14/11/2025,14/11/2025,,2200251207,,TDET
TMCLDTCH011A,TNTMCPM,Teste operativo (MCL) CH-2K6,MT-S-41209-DL02-CH-2K6,15/11/2025,17/11/2025,,2200258404,2200258404,TDET
TMCLDTCH010A,TNTMCPM,Teste operativo (MCL) CH-2K5_5T,MT-S-41209-DL02-CH-2K5_5T,15/11/2025,17/11/2025,,2200258403,2200258403,TDET
TMCLDTCH009A,TNTMCPM,Teste operativo (MCL) CH-2K3,MT-S-41209-DL02-CH-2K3,15/11/2025,17/11/2025,,2200258402,2200258402,TDET
TCSNDTDJ006A,TLEGVPM,Teste operativo (CSN) DJ-5M4,MT-S-74102-FT04-DJ-5M4,15/11/2025,15/11/2025,,2200247133,,TDET
TCSNDTDJ007A,TLEGVPM,Teste operativo (CSN) DJ-2J4,MT-S-74102-FT05-DJ-2J4,15/11/2025,15/11/2025,,2200247134,,TDET
TCSNDTDJ004A,TLEGVPM,Teste operativo (CSN) DJ-4F4,MT-S-74102-DT01-DJ-4F4,15/11/2025,15/11/2025,,2200255151,,TDET
TCSNDTDJ003A,TLEGVPM,Teste operativo (CSN) DJ-7F4,MT-S-74102-FT04-DJ-7F4,15/11/2025,15/11/2025,,2200247132,,TDET
TIBADTCH002A,TLEIBPM,Teste operativo (IBA) CH-10J6,MT-S-42503-FT01-CH-10J6,16/11/2025,17/11/2025,,2200258431,2200258431,TDET
TCSNDTCH020A,TLEGVPM,Teste operativo (CSN) CH-2J5,MT-S-74102-FT05-CH-2J5,16/11/2025,17/11/2025,,2200258428,2200258428,TDET
TCSNDTCH021A,TLEGVPM,Teste operativo (CSN) CH-2J6,MT-S-74102-FT05-CH-2J6,16/11/2025,17/11/2025,,2200258429,2200258429,TDET
TBRRDTCH104A,TCNBRPM,Teste operativo (BRR) CH-20KT6R_BR,MT-S-41206-FT06-CH-20KT6R_BR,16/11/2025,17/11/2025,,2200258423,2200258423,TDET
TBRRDTCH117A,TCNBRPM,Teste operativo (BRR) CH-60FT6R_AZ,MT-S-41206-FT06-CH-60FT6R_AZ,16/11/2025,17/11/2025,,2200258424,2200258424,TDET
TMCLDTDJ012A,TNTMCPM,Teste operativo (MCL) DJ-9K4,MT-S-41209-DL09-DJ-9K4,16/11/2025,16/11/2025,,2200242260,,TDET
TIUGDTDJ006A,TSEBAPM,Teste operativo (IUG) DJ-1P4,MT-S-41207-FT01-DJ-1P4,16/11/2025,16/11/2025,,2200244725,,TDET
TIUGDTDJ009A,TSEBAPM,Teste operativo (IUG) DJ-3K4,MT-S-41207-FT02-DJ-3K4,16/11/2025,16/11/2025,,2200257081,,TDET
TIUGDTDJ001A,TSEBAPM,Teste operativo (IUG) DJ-4K4,MT-S-41207-DL04-DJ-4K4,16/11/2025,16/11/2025,,2200249899,,TDET
TIUGDTDJ002A,TSEBAPM,Teste operativo (IUG) DJ-5K4,MT-S-41207-DL05-DJ-5K4,16/11/2025,16/11/2025,,2200244724,,TDET
TBCADTDJ013A,TSEBAPM,Teste operativo (BCA) DJ-3P4,MT-S-41205-FL03-DJ-3P4,16/11/2025,16/11/2025,,2200244092,,TDET
TCSNDTDJ000A,TLEGVPM,Teste operativo (CSN) DJ-10J4,MT-S-74102-DL10-DJ-10J4,16/11/2025,16/11/2025,,2200247131,,TDET
TBCADTDJ001A,TSEBAPM,Teste operativo (BCA) DJ-2K4,MT-S-41205-DL02-DJ-2K4,16/11/2025,16/11/2025,,2200244091,,TDET
TBCADTDJ017A,TSEBAPM,Teste operativo (BCA) DJ-5K4,MT-S-41205-FT01-DJ-5K4,16/11/2025,16/11/2025,,2200244093,,TDET
TPMNDTGM000A,TCNPMPM,Teste operativo (PMN) GM-1,MT-S-41201-INCA-GM-1,16/11/2025,16/11/2025,,2200264899,,TDET
TGVDDTGM000A,TLEGVPM,Teste operativo (GVD) GM-1,MT-S-43604-INCA-GM-1,16/11/2025,16/11/2025,,2200264554,,TDET
TGVSDTGM000A,TLEGVPM,Teste operativo (GVS) GM-1,MT-S-70276-INCA-GM-1,16/11/2025,16/11/2025,,2200266204,,TDET
TBCADTRL004A,TSEBAPM,Teste operativo (BCA) RL-212F4,MT-S-41205-DD12-RL-212F4,16/11/2025,16/11/2025,,2200244094,,TDET
TBCADTRL006A,TSEBAPM,Teste operativo (BCA) RL-215F4,MT-S-41205-DD15-RL-215F4,16/11/2025,16/11/2025,,2200244095,,TDET
TBCADTRL010A,TSEBAPM,Teste operativo (BCA) RL-211F4,MT-S-41205-DM11-RL-211F4,16/11/2025,16/11/2025,,2200244096,,TDET
TGVSDTDJ036A,TLEGVPM,Teste operativo (GVS) DJ-2M4,MT-S-43604-FT15-DJ-2M4,17/11/2025,17/11/2025,,2200252196,,TDET
TGVDDTDJ004A,TLEGVPM,Teste operativo (GVD) DJ-21F4,MT-S-43604-FT15-DJ-21F4,17/11/2025,17/11/2025,,2200255105,,TDET
TGVDDTDJ005A,TLEGVPM,Teste operativo (GVD) DJ-13F4,MT-S-43604-DM13-DJ-13F4,17/11/2025,17/11/2025,,2200257918,,TDET
TVPNDTDJ012A,TCNVEPM,Teste operativo (VPN) DJ-16K4,MT-S-41104-FT03-DJ-16K4,17/11/2025,17/11/2025,,3200020493,,TPSV
TCSNDTGM001A,TLEGVPM,Teste operativo (CSN) GM-1,MT-S-74102-INCA-GM-1,17/11/2025,17/11/2025,,2200264085,,TDET
TCNLDTRL010A,TSECNPM,Teste operativo (CNL) RL-31F4,MT-S-42605-FC01-RL-31F4,17/11/2025,17/11/2025,,2200243234,,TDET
TCNLDTRL011A,TSECNPM,Teste operativo (CNL) RL-32F4,MT-S-42605-FC01-RL-32F4,17/11/2025,17/11/2025,,2200243235,,TDET
TCNLDTRL012A,TSECNPM,Teste operativo (CNL) RL-33F4,MT-S-42605-FC01-RL-33F4,17/11/2025,17/11/2025,,2200243236,,TDET
TIBADTCH029A,TLEIBPM,Teste operativo (IBA) CH-8M3,MT-S-42503-FL08-CH-8M3,18/11/2025,18/11/2025,,2200258551,2200258551,TDET
TIBADTCH031A,TLEIBPM,Teste operativo (IBA) CH-8M6,MT-S-42503-FL08-CH-8M6,18/11/2025,18/11/2025,,2200258552,2200258552,TDET
TIBADTCH009A,TLEIBPM,Teste operativo (IBA) CH-6J3,MT-S-42503-DM06-CH-6J3,18/11/2025,18/11/2025,,2200258549,2200258549,TDET
TIBADTCH010A,TLEIBPM,Teste operativo (IBA) CH-6J5,MT-S-42503-DM06-CH-6J5,18/11/2025,18/11/2025,,2200258550,2200258550,TDET
TRBSDTCH159A,TCNRBPM,Teste operativo (RBS) CH-1K0,MT-S-41203-DMK1-CH-1K0,18/11/2025,18/11/2025,,2200258560,2200258560,TDET
TPMNDTDJ010A,TCNPMPM,Teste operativo (PMN) DJ-9P4,MT-S-41201-FL09-DJ-9P4,18/11/2025,18/11/2025,,2200258187,,TDET
TUTMDTDJ018A,TNTTMPM,Teste operativo (UTM) DJ-11P4,MT-S-41211-FT10-DJ-11P4,19/11/2025,19/11/2025,,,,TDET
TITDDTDJ005A,TSEOPPM,Teste operativo (ITD) DJ-9131,MT-S-70179-FL13-DJ-9131,19/11/2025,19/11/2025,,3200021195,,TPSV
TITDDTDJ006A,TSEOPPM,Teste operativo (ITD) DJ-9231,MT-S-70179-FM23-DJ-9231,19/11/2025,19/11/2025,,3200021196,,TPSV
TGVDDTDJ002A,TLEGVPM,Teste operativo (GVD) DJ-5M4,MT-S-43604-FT14-DJ-5M4,19/11/2025,19/11/2025,,2200255104,,TDET
TIJADTGM001A,TSEIJPM,Teste operativo (IJA) GM-1,MT-S-40313-INCA-GM-1,19/11/2025,19/11/2025,,2200265104,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,19/11/2025,19/11/2025,,2200265931,,TDET
TBRRDTGM001A,TCNBRPM,Teste operativo (BRR) GM-1,MT-S-41206-INCA-GM-1,19/11/2025,19/11/2025,,2200265103,,TDET
TBRNDTGM000A,TLEMQPM,Teste operativo (BRN) GM-1,MT-S-70250-INCA-GM-1,19/11/2025,19/11/2025,,2200265102,,TDET
TUTMDTRL005A,TNTTMPM,Teste operativo (UTM) RL-30F4,MT-S-41211-DD30-RL-30F4,19/11/2025,19/11/2025,,2200243203,,TDET
TCNLDTDJ022A,TSECNPM,Teste operativo (CNL) DJ-2K4,MT-S-42605-DL02-DJ-2K4,20/11/2025,20/11/2025,,2200243669,,TDET
TUTMDTGM001A,TNTTMPM,Teste operativo (UTM) GM-1,MT-S-41211-INCA-GM-1,20/11/2025,20/11/2025,,2200265132,,TDET
TUVGDTDJ007A,TTANPPM,Teste operativo (UVG) DJ-10F4,MT-S-40005-INCA-DJ-10F4,21/11/2025,21/11/2025,,2200244190,,TDET
TGVSDTDJ002A,TLEGVPM,Teste operativo (GVS) DJ-8F4,MT-S-43604-DD08-DJ-8F4,21/11/2025,21/11/2025,,2200246367,,TDET
TMCLDTDJ013A,TNTMCPM,Teste operativo (MCL) DJ-10K4,MT-S-41209-DL10-DJ-10K4,21/11/2025,21/11/2025,,2200240778,,TDET
TUNPDTDJ009A,TTANPPM,Teste operativo (UNP) DJ-20F4,MT-S-40327-INCA-DJ-20F4,21/11/2025,21/11/2025,,2200244218,,TDET
TGVSDTDJ008A,TLEGVPM,Teste operativo (GVS) DJ-16F4,MT-S-43604-DD16-DJ-16F4,21/11/2025,21/11/2025,,2200251202,,TDET
TGVSDTDJ009A,TLEGVPM,Teste operativo (GVS) DJ-17F4,MT-S-43604-DD17-DJ-17F4,21/11/2025,21/11/2025,,2200250880,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,21/11/2025,21/11/2025,,2200266135,,TDET
TTQLDTDJ008A,TCNTQPM,Teste operativo (TQL) DJ-12K4,MT-S-41202-DL12-DJ-12K4,22/11/2025,22/11/2025,,2200242308,,TDET
TMQTDTDJ006A,TLEMQPM,Teste operativo (MQT) DJ-16M4,MT-S-41102-FL16-DJ-16M4,22/11/2025,22/11/2025,,2200247977,,TDET
TMQTDTDJ019A,TLEMQPM,Teste operativo (MQT) DJ-20M4,MT-S-41102-FT01-DJ-20M4,22/11/2025,22/11/2025,,2200247978,,TDET
TNLSDTDJ001A,TSEOPPM,Teste operativo (NLS) DJ-7P4,MT-S-70178-FL07-DJ-7P4,22/11/2025,22/11/2025,,2200257630,,TDET
TBCADTDJ005A,TSEBAPM,Teste operativo (BCA) DJ-10K4,MT-S-41205-DL10-DJ-10K4,23/11/2025,23/11/2025,,2200249894,,TDET
TBCADTDJ007A,TSEBAPM,Teste operativo (BCA) DJ-9K4,MT-S-41205-DM09-DJ-9K4,23/11/2025,23/11/2025,,2200246790,,TDET
TBCADTDJ004A,TSEBAPM,Teste operativo (BCA) DJ-7K4,MT-S-41205-DL07-DJ-7K4,23/11/2025,23/11/2025,,2200249523,,TDET
TBDPDTGM001A,TTABDPM,Teste operativo (BDP) GM-2,MT-S-70113-FE01-GM-2,23/11/2025,23/11/2025,,2200265513,,TDET
TBDPDTGM002A,TTABDPM,Teste operativo (BDP) GM-1,MT-S-70113-INCA-GM-1,23/11/2025,23/11/2025,,2200265514,,TDET
TUNPDTDJ010A,TTANPPM,Teste operativo (UNP) DJ-30F4,MT-S-40327-INCA-DJ-30F4,24/11/2025,24/11/2025,,2200244219,,TDET
TGVSDTDJ010A,TLEGVPM,Teste operativo (GVS) DJ-18F4,MT-S-43604-DD18-DJ-18F4,24/11/2025,24/11/2025,,2200255152,,TDET
TGVSDTDJ011A,TLEGVPM,Teste operativo (GVS) DJ-19F4,MT-S-43604-DD19-DJ-19F4,24/11/2025,24/11/2025,,2200253071,,TDET
TVZPDTGM001A,TNTVPPM,Teste operativo (VZP) GM-1,MT-S-72110-INCA-GM-1,24/11/2025,24/11/2025,,2200265757,,TDET
TVPNDTGM001A,TCNVEPM,Teste operativo (VPN) GM-1,MT-S-41104-INCA-GM-1,25/11/2025,25/11/2025,,3200021763,,TPSV
TSGTDTDJ016A,TTASGPM,Teste operativo (SGT) DJ-2P4,MT-S-41105-FT04-DJ-2P4,26/11/2025,26/11/2025,,2200240814,,TDET
TSGTDTDJ023A,TTASGPM,Teste operativo (SGT) DJ-5U4,MT-S-41105-FT04-DJ-5U4,26/11/2025,26/11/2025,,2200255934,,TDET
TSLQDTGM001A,TCNSLPM,Teste operativo (SLQ) GM-1,MT-S-70214-INCA-GM-1,26/11/2025,26/11/2025,,2200265931,,TDET
TJMQDTGM000A,TLEIBPM,Teste operativo (JMQ) GM-1,MT-S-70148-INCA-GM-1,26/11/2025,26/11/2025,,2200265825,,TDET
TMCLDTGM000A,TNTMCPM,Teste operativo (MCL) GM-1,MT-S-41209-INCA-GM-1,27/11/2025,27/11/2025,,2200265836,,TDET
TMQTDTGM001A,TLEMQPM,Teste operativo (MQT) GM-1,MT-S-41102-INCA-GM-1,27/11/2025,27/11/2025,,2200265838,,TDET
TTQLDTDJ034A,TCNTQPM,Teste operativo (TQL) DJ-5P4,MT-S-41202-FT06-DJ-5P4,28/11/2025,28/11/2025,,2200244901,,TDET
TRBSDTGM001A,TCNRBPM,Teste operativo (RBS) GM-1,MT-S-41203-INCA-GM-1,28/11/2025,28/11/2025,,2200266135,,TDET
TUJGDTDJ016A,TTAJGPM,Teste operativo (UJG) DJ-10U4,MT-S-41101-FL10-DJ-10U4,29/11/2025,29/11/2025,,2200257298,,TDET
TUJGDTDJ040A,TTAJGPM,Teste operativo (UJG) DJ-9U4,MT-S-41101-FL10-DJ-9U4,29/11/2025,29/11/2025,,2200256367,,TDET
TUEMDTGM001A,TTAEMPM,Teste operativo (UEM) GM-1,MT-S-41103-INCA-GM-1,29/11/2025,29/11/2025,,2200264858,,TDET
TUJGDTGM001A,TTAJGPM,Teste operativo (UJG) GM-1,MT-S-41101-INCA-GM-1,29/11/2025,29/11/2025,,2200264941,,TDET
TUEMDTDJ034A,TTAEMPM,Teste operativo (UEM) DJ-10K4,MT-S-41103-DT08-DJ-10K4,30/11/2025,30/11/2025,,2200246902,,TDET
TUEMDTDJ006A,TTAEMPM,Teste operativo (UEM) DJ-9K4,MT-S-41103-DL09-DJ-9K4,30/11/2025,30/11/2025,,2200248815,,TDET
TUEMDTDJ025A,TTAEMPM,Teste operativo (UEM) DJ-11K4,MT-S-41103-FT07-DJ-11K4,30/11/2025,30/11/2025,,2200255122,,TDET
TUSSDTGM000A,TTASSPM,Teste operativo (USS) GM-1,MT-S-41150-INCA-GM-1,30/11/2025,30/11/2025,,2200265955,,TDET
TJFADTGM000A,TSEJFPM,Teste operativo (JFA) INFR-GM-1,MT-S-71113-INFR-GM-1,30/11/2025,30/11/2025,,2200265950,,TDET
TUGMDTCH001A,TLEIPPM,Teste operativo (UGM) CH-6M1,MT-S-70277-FL06-CH-6M1,1/12/2025,1/12/2025,,2200239550,2200239550,TDET
TUGMDTCH002A,TLEIPPM,Teste operativo (UGM) CH-6M2,MT-S-70277-FL06-CH-6M2,1/12/2025,1/12/2025,,2200239551,2200239551,TDET
TUGMDTCH003A,TLEIPPM,Teste operativo (UGM) CH-6M5_5T,MT-S-70277-FL06-CH-6M5_5T,1/12/2025,1/12/2025,,2200239556,2200239556,TDET
TUGMDTCH004A,TLEIPPM,Teste operativo (UGM) CH-6M6,MT-S-70277-FL06-CH-6M6,1/12/2025,1/12/2025,,2200260524,2200260524,TDET
TUGMDTCH005A,TLEIPPM,Teste operativo (UGM) CH-8M1,MT-S-70277-FL08-CH-8M1,1/12/2025,1/12/2025,,2200260525,2200260525,TDET
TUGMDTCH006A,TLEIPPM,Teste operativo (UGM) CH-8M2,MT-S-70277-FL08-CH-8M2,1/12/2025,1/12/2025,,2200239552,2200239552,TDET
TUGMDTCH007A,TLEIPPM,Teste operativo (UGM) CH-8M5_5T,MT-S-70277-FL08-CH-8M5_5T,1/12/2025,1/12/2025,,2200239557,2200239557,TDET
TUGMDTCH008A,TLEIPPM,Teste operativo (UGM) CH-8M6,MT-S-70277-FL08-CH-8M6,1/12/2025,1/12/2025,,2200260526,2200260526,TDET
TUGMDTCH009A,TLEIPPM,Teste operativo (UGM) CH-1M0,MT-S-70277-FMM1-CH-1M0,1/12/2025,1/12/2025,,2200260527,2200260527,TDET
TUGMDTCH010A,TLEIPPM,Teste operativo (UGM) CH-2M0,MT-S-70277-FMM1-CH-2M0,1/12/2025,1/12/2025,,2200239553,2200239553,TDET
TUGMDTCH011A,TLEIPPM,Teste operativo (UGM) CH-3M0,MT-S-70277-FMM2-CH-3M0,1/12/2025,1/12/2025,,2200260528,2200260528,TDET
TUGMDTCH012A,TLEIPPM,Teste operativo (UGM) CH-4M0,MT-S-70277-FMM2-CH-4M0,1/12/2025,1/12/2025,,2200260529,2200260529,TDET
TUGMDTCH013A,TLEIPPM,Teste operativo (UGM) CH-5M1,MT-S-70277-FM05-CH-5M1,1/12/2025,1/12/2025,,2200260530,2200260530,TDET
TUGMDTCH014A,TLEIPPM,Teste operativo (UGM) CH-5M2,MT-S-70277-FM05-CH-5M2,1/12/2025,1/12/2025,,2200260531,2200260531,TDET
TMQTDTDJ014A,TLEMQPM,Teste operativo (MQT) DJ-17M4,MT-S-41102-FL16-DJ-17M4,1/12/2025,1/12/2025,,2200251374,,TDET
TGVSDTDJ006A,TLEGVPM,Teste operativo (GVS) DJ-12F4,MT-S-43604-DD12-DJ-12F4,1/12/2025,1/12/2025,,2200248659,,TDET
TGVSDTDJ007A,TLEGVPM,Teste operativo (GVS) DJ-15F4,MT-S-43604-DD15-DJ-15F4,1/12/2025,1/12/2025,,2200246369,,TDET
TBCADTGM000A,TSEBAPM,Teste operativo (BCA) GM-01,MT-S-41205-INCA-GM-01,1/12/2025,1/12/2025,,2200265959,,TDET
